0.0, 0.0, 0.0, 0.0, 0.0
0.01, 1.0000000000000002e-06, 0.003, 9e-06, 0.01500675
0.02, 8.000000000000001e-06, 0.006, 3.6e-05, 0.030026999999999998
0.03, 2.6999999999999996e-05, 0.009000000000000001, 8.100000000000002e-05, 0.04506075
0.04, 6.400000000000001e-05, 0.012, 0.000144, 0.060107999999999995
0.05, 0.00012500000000000003, 0.015000000000000001, 0.00022500000000000005, 0.07516875
0.06, 0.00021599999999999996, 0.018000000000000002, 0.00032400000000000007, 0.09024299999999999
0.07, 0.0003430000000000001, 0.021, 0.00044100000000000004, 0.10533075000000001
0.08, 0.0005120000000000001, 0.024, 0.000576, 0.120432
0.09, 0.0007289999999999999, 0.027000000000000003, 0.0007290000000000002, 0.13554675000000002
0.1, 0.0010000000000000002, 0.030000000000000002, 0.0009000000000000002, 0.15067500000000003
0.11, 0.001331, 0.033, 0.0010890000000000001, 0.16581675
0.12, 0.0017279999999999997, 0.036000000000000004, 0.0012960000000000003, 0.180972
0.13, 0.002197, 0.039, 0.001521, 0.19614075
0.14, 0.0027440000000000008, 0.042, 0.0017640000000000002, 0.211323
0.15, 0.0033749999999999995, 0.045000000000000005, 0.0020250000000000003, 0.22651875
0.16, 0.004096000000000001, 0.048, 0.002304, 0.241728
0.17, 0.004913000000000001, 0.051000000000000004, 0.0026010000000000004, 0.25695075
0.18, 0.0058319999999999995, 0.054000000000000006, 0.0029160000000000006, 0.272187
0.19, 0.0068590000000000005, 0.057, 0.003249, 0.28743675
0.2, 0.008000000000000002, 0.060000000000000005, 0.0036000000000000008, 0.3027
0.21, 0.009260999999999998, 0.063, 0.003969, 0.31797675000000003
0.22, 0.010648, 0.066, 0.0043560000000000005, 0.33326700000000004
0.23, 0.012167, 0.069, 0.0047610000000000005, 0.34857075000000004
0.24, 0.013823999999999998, 0.07200000000000001, 0.005184000000000001, 0.363888
0.25, 0.015625, 0.07500000000000001, 0.0056250000000000015, 0.37921875
0.26, 0.017576, 0.078, 0.006084, 0.394563
0.27, 0.019683000000000003, 0.081, 0.006561, 0.40992075
0.28, 0.021952000000000006, 0.084, 0.007056000000000001, 0.42529200000000006
0.29, 0.024388999999999994, 0.08700000000000001, 0.007569000000000001, 0.44067674999999995
0.3, 0.026999999999999996, 0.09000000000000001, 0.008100000000000001, 0.45607499999999995
0.31, 0.029790999999999998, 0.093, 0.008649, 0.47148674999999995
0.32, 0.032768000000000005, 0.096, 0.009216, 0.48691199999999996
0.33, 0.035937000000000004, 0.099, 0.009801, 0.50235075
0.34, 0.039304000000000006, 0.10200000000000001, 0.010404000000000002, 0.517803
0.35, 0.04287499999999999, 0.10500000000000001, 0.011025000000000002, 0.53326875
0.36, 0.046655999999999996, 0.10800000000000001, 0.011664000000000002, 0.548748
0.37, 0.050653, 0.111, 0.012321, 0.56424075
0.38, 0.054872000000000004, 0.114, 0.012996, 0.579747
0.39, 0.059319000000000004, 0.117, 0.013689000000000002, 0.59526675
0.4, 0.06400000000000002, 0.12000000000000001, 0.014400000000000003, 0.6108000000000001
0.41, 0.06892099999999998, 0.12300000000000001, 0.015129000000000004, 0.62634675
0.42, 0.07408799999999999, 0.126, 0.015876, 0.641907
0.43, 0.079507, 0.129, 0.016641, 0.6574807500000001
0.44, 0.085184, 0.132, 0.017424000000000002, 0.673068
0.45, 0.09112500000000001, 0.135, 0.018225, 0.68866875
0.46, 0.097336, 0.138, 0.019044000000000002, 0.7042830000000001
0.47, 0.10382299999999998, 0.14100000000000001, 0.019881000000000003, 0.7199107499999999
0.48, 0.11059199999999998, 0.14400000000000002, 0.020736000000000004, 0.735552
0.49, 0.11764899999999999, 0.14700000000000002, 0.021609000000000007, 0.75120675
0.5, 0.125, 0.15000000000000002, 0.022500000000000006, 0.766875
0.51, 0.13265100000000002, 0.153, 0.023409, 0.78255675
0.52, 0.140608, 0.156, 0.024336, 0.7982520000000001
0.53, 0.148877, 0.159, 0.025281, 0.81396075
0.54, 0.15746400000000002, 0.162, 0.026244, 0.8296830000000001
0.55, 0.16637500000000005, 0.165, 0.027225000000000003, 0.8454187500000001
0.56, 0.17561600000000005, 0.168, 0.028224000000000003, 0.861168
