0.0, -0.12685684890928028
0.1, -0.2405257254178217
0.2, -0.8597633931130768
0.3, -0.4805727321643176
0.4, 0.38127229435199705
0.5, -0.37564566192117194
0.6, 0.6443988557870836
0.7, 0.5838551932994919
0.8, -0.7271693996113876
0.9, -0.7058472749856143
1.0, 0.16199166615956445
1.1, 0.5547740920732769
1.2, 0.10457223271841881
1.3, 0.06833123078459602
1.4, 0.4329712453787569
1.5, 0.07011794369839947
1.6, 0.04230822983262794
1.7, 0.698683257589075
1.8, 0.7545991749110808
1.9, -0.03655966067274341
2.0, 0.30453570005020736
2.1, 1.0573907054242495
2.2, 1.6151227162264354
2.3, 1.6293175056238334
2.4, 1.8950029636035437
2.5, 2.0640150814672893
2.6, 1.297754729463303
2.7, 1.0802823223137341
2.8, 2.542654830753027
2.9, 1.546682344533409
3.0, 2.72554233688191
3.1, 2.8162961761544616
3.2, 1.5760621801670438
3.3, 2.26043720876514
3.4, 2.9932201127138116
3.5, 2.026511870506994
3.6, 2.13528254596585
3.7, 2.5728133377065667
3.8, 2.9429837863321486
3.9, 3.9444880397465045
4.0, 3.123850448060107
4.1, 3.042588277064065
4.2, 3.014572730023865
4.3, 3.326664401613786
4.4, 3.3771164754199883
4.5, 3.1596862186257986
4.6, 4.7167888935612305
4.7, 3.8578552056584416
4.8, 4.953594771790721
4.9, 4.522307889099473
5.0, 4.133326586237875
5.1, 5.745395418910002
5.2, 5.585065272556681
5.3, 4.9144997451647745
5.4, 6.719223644785828
5.5, 5.987701592671171
5.6, 7.089427181422047
5.7, 6.8436199374388185
5.8, 7.460449073691011
5.9, 6.620019401778496
6.0, 7.022730755676224
6.1, 7.829264559149374
6.2, 8.41718488511388
6.3, 7.256857868194623
6.4, 7.3796396992498146
6.5, 8.00984607561255
6.6, 9.076093418985858
6.7, 8.682700623854588
6.8, 9.596647707029604
6.9, 9.61471610910529
7.0, 10.796981897595169
7.1, 10.888813345719768
7.2, 9.820125062210595
7.3, 10.233181424271885
7.4, 10.469172412793176
7.5, 11.330873709755188
7.6, 11.495662095665008
7.7, 12.63492703547144
7.8, 12.936576394126355
7.9, 11.8018459255597
8.0, 13.141487090477526
8.1, 14.002340745081685
8.2, 13.12946876791485
8.3, 13.534085980847044
8.4, 14.19559861561451
8.5, 15.270196953666623
8.6, 14.369002814918678
8.7, 14.64192894382605
8.8, 15.344401364544275
8.9, 16.07852469321983
9.0, 16.644728303040104
9.1, 16.391889823063792
9.2, 17.92316089172936
9.3, 17.51900961833879
9.4, 18.4798983387459
9.5, 17.600363583857806
9.6, 19.106858192275165
9.7, 18.460999910103688
9.8, 19.54842962028459
9.9, 18.969388859269564
