0.0, 0.0, 0.35020714922616447
0.1, 0.05, 1.0944216315754345
0.2, 0.1, 1.0334911743254145
0.3, 0.15, 0.8052019861859434
0.4, 0.2, -1.4449709800964716
0.5, 0.25, -1.1781371462185168
0.6, 0.3, 1.1896000259114365
0.7, 0.35, -0.7813623077235221
0.8, 0.4, -0.008987564223807587
0.9, 0.45, -0.05167460926315051
1.0, 0.5, -0.689705624989405
1.1, 0.55, 0.9359351432529419
1.2, 0.6, -0.808183827081493
1.3, 0.65, -1.1843107028711009
1.4, 0.7, 1.417393132232293
1.5, 0.75, -0.4560736759810585
1.6, 0.8, 0.9468654711469733
1.7, 0.85, -0.210556880521784
1.8, 0.9, -0.9626728223414488
1.9, 0.95, -0.3137144240774765
2.0, 1.0, 1.7113479607228346
2.1, 1.05, -0.16516347787110197
2.2, 1.1, -0.05798170377609013
2.3, 1.15, 1.6801404263685433
2.4, 1.2, 1.1807026242340348
2.5, 1.25, -0.3507041810928946
2.6, 1.3, -0.20205762711785358
2.7, 1.35, 2.197377468848765
2.8, 1.4, 2.215860897087604
2.9, 1.45, 0.607756304903963
3.0, 1.5, 2.128327015040612
3.1, 1.55, 0.38522942048659714
3.2, 1.6, 0.4703414619877577
3.3, 1.65, 3.130413708541993
3.4, 1.7, 2.350057114643361
3.5, 1.75, 3.2902660022512538
3.6, 1.8, 3.2710341758642527
3.7, 1.85, 0.7667260722624896
3.8, 1.9, 1.4995430566208818
3.9, 1.95, 1.8264324397934697
4.0, 2.0, 3.6188826505699465
4.1, 2.05, 3.8258335003420596
4.2, 2.1, 3.7378736630074263
4.3, 2.15, 1.328863565560473
4.4, 2.2, 2.974622978589645
4.5, 2.25, 3.704166398236092
4.6, 2.3, 1.7253678817095506
4.7, 2.35, 4.23195823629347
4.8, 2.4, 4.369227099205038
4.9, 2.45, 4.55790777019305
5.0, 2.5, 4.022796212455813
5.1, 2.55, 5.139404291488809
5.2, 2.6, 3.185446105856962
5.3, 2.65, 3.2544036967950225
5.4, 2.7, 5.429656244844219
5.5, 2.75, 4.267083133263612
5.6, 2.8, 3.265131458283257
5.7, 2.85, 5.7885879292445495
5.8, 2.9, 3.656772346213761
5.9, 2.95, 6.61834680676751
6.0, 3.0, 5.163018054229608
6.1, 3.05, 4.534314447237996
6.2, 3.1, 6.040899303211823
6.3, 3.15, 5.859757959114838
6.4, 3.2, 7.44894913619383
6.5, 3.25, 6.154464503410652
6.6, 3.3, 5.811716499426054
6.7, 3.35, 6.456821538326351
6.8, 3.4, 7.529548028665906
6.9, 3.45, 7.980548946080342
7.0, 3.5, 6.563160750208395
7.1, 3.55, 7.130215196340741
7.2, 3.6, 7.139585600287418
7.3, 3.65, 8.921377357455036
7.4, 3.7, 9.589781985619355
7.5, 3.75, 9.33246888945594
7.6, 3.8, 8.889500648520412
7.7, 3.85, 8.60580453151193
7.8, 3.9, 9.819778564438385
7.9, 3.95, 8.505126775759175
8.0, 4.0, 8.156337632038781
8.1, 4.05, 9.543295664970092
8.2, 4.1, 9.592586312882746
8.3, 4.15, 9.077519870174317
8.4, 4.2, 11.867985575175492
8.5, 4.25, 12.12594232039391
8.6, 4.3, 11.629460279916646
8.7, 4.35, 12.468491673602633
8.8, 4.4, 11.993399379612246
8.9, 4.45, 11.041112115144303
9.0, 4.5, 10.75380802320112
9.1, 4.55, 12.696459067416681
9.2, 4.6, 14.145242853911695
9.3, 4.65, 13.43794379311314
9.4, 4.7, 14.67495403172466
9.5, 4.75, 12.494742009395424
9.6, 4.8, 12.532582290176384
9.7, 4.85, 12.859111233735515
9.8, 4.9, 14.237080297217044
9.9, 4.95, 15.406276177979077
